id,domain,raw_command,tokens,annotator_boundary_labels,annotator_task_token_labels,notes
CK-3489,dosya_yazılım_geliştirme,debug panelini kapat buildi yinele,"[""debug"", ""panelini"", ""kapat"", ""buildi"", ""yinele""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""KAPAT"",""KAPAT"",""KAPAT"",""YİNELE"",""YİNELE""]",
CK-2333,tarayıcı_internet,indirme çubuğunu aç en son inen dosyayı klasörde göster sonra pencereyi küçült,"[""indirme"", ""çubuğunu"", ""aç"", ""en"", ""son"", ""inen"", ""dosyayı"", ""klasörde"", ""göster"", ""sonra"", ""pencereyi"", ""küçült""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""DİĞER"",""DİĞER"",""DİĞER"",""DİĞER"",""DİĞER"",""DİĞER"",""O"",""KÜÇÜLT"",""KÜÇÜLT""]",
CK-1923,tarayıcı_internet,ya bi şu pdfyi indir sonra indirmeyi yinele ve klasörde göster,"[""ya"", ""bi"", ""şu"", ""pdfyi"", ""indir"", ""sonra"", ""indirmeyi"", ""yinele"", ""ve"", ""klasörde"", ""göster""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""İNDİR"",""İNDİR"",""İNDİR"",""O"",""YİNELE"",""YİNELE"",""O"",""DİĞER"",""DİĞER""]",
CK-3038,ofis_metin_düzenleme,başlığı seçme ilgili dipnotu bul ve seç,"[""başlığı"", ""seçme"", ""ilgili"", ""dipnotu"", ""bul"", ""ve"", ""seç""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK""]","[""O"",""O"",""BUL"",""BUL"",""BUL"",""O"",""SEÇ""]",
CK-1426,tarayıcı_internet,pdfyi indir şey yok hedef klasörü seç pdfyi indir,"[""pdfyi"", ""indir"", ""şey"", ""yok"", ""hedef"", ""klasörü"", ""seç"", ""pdfyi"", ""indir""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""İNDİR"",""İNDİR""]",
CK-2960,ofis_metin_düzenleme,şunu kaydetme henüz tabloyu seç ikinci satırı kes son halini kaydet,"[""şunu"", ""kaydetme"", ""henüz"", ""tabloyu"", ""seç"", ""ikinci"", ""satırı"", ""kes"", ""son"", ""halini"", ""kaydet""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""SEÇ"",""SEÇ"",""KES"",""KES"",""KES"",""KAYDET"",""KAYDET"",""KAYDET""]",
CK-2886,dosya_yazılım_geliştirme,terminali aç komutu yaz enter bas çıktıyı kopyala,"[""terminali"", ""aç"", ""komutu"", ""yaz"", ""enter"", ""bas"", ""çıktıyı"", ""kopyala""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""YAZ"",""YAZ"",""ENTER"",""ENTER"",""KOPYALA"",""KOPYALA""]",
CK-1251,ofis_metin_düzenleme,vörd belgesini aç başlığı seç koypala ve kaydetti,"[""vörd"", ""belgesini"", ""aç"", ""başlığı"", ""seç"", ""koypala"", ""ve"", ""kaydetti""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""O"",""B-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""KOPYALA"",""O"",""KAYDET""]",
CK-1914,tarayıcı_internet,dosyayı yükle yok hayır önce açıklama alanına metin yaz sonra dosyayı yükle,"[""dosyayı"", ""yükle"", ""yok"", ""hayır"", ""önce"", ""açıklama"", ""alanına"", ""metin"", ""yaz"", ""sonra"", ""dosyayı"", ""yükle""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""O"",""YÜKLE"",""YÜKLE""]",
CK-2826,dosya_yazılım_geliştirme,temp klasörünü silme build klasörünü sil,"[""temp"", ""klasörünü"", ""silme"", ""build"", ""klasörünü"", ""sil""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""SİL"",""SİL"",""SİL""]",
CK-1333,temel_bilgisayar,dosyayı indirip adı değiştirerek arşiv klasörüne taşı,"[""dosyayı"", ""indirip"", ""adı"", ""değiştirerek"", ""arşiv"", ""klasörüne"", ""taşı""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""İNDİR"",""İNDİR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""TAŞI"",""TAŞI"",""TAŞI""]",
CK-1594,dosya_yazılım_geliştirme,kaynak kontrol panelini aç ardından bekleyen dosyaları seç ve commit mesajı yaz,"[""kaynak"", ""kontrol"", ""panelini"", ""aç"", ""ardından"", ""bekleyen"", ""dosyaları"", ""seç"", ""ve"", ""commit"", ""mesajı"", ""yaz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""O"",""YAZ"",""YAZ"",""YAZ""]",
CK-3361,ofis_metin_düzenleme,metni kes yeni sayfaya yapıştır,"[""metni"", ""kes"", ""yeni"", ""sayfaya"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""KES"",""KES"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-1440,tarayıcı_internet,son maili açma şey yok gelen kutusuna git son maili seç,"[""son"", ""maili"", ""açma"", ""şey"", ""yok"", ""gelen"", ""kutusuna"", ""git"", ""son"", ""maili"", ""seç""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""GİT"",""GİT"",""GİT"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-2708,temel_bilgisayar,görev çubuğundaki pil simgesine tıkla güç tasarrufunu artır,"[""görev"", ""çubuğundaki"", ""pil"", ""simgesine"", ""tıkla"", ""güç"", ""tasarrufunu"", ""artır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""TIKLA"",""TIKLA"",""TIKLA"",""TIKLA"",""TIKLA"",""ARTIR"",""ARTIR"",""ARTIR""]",
CK-3108,temel_bilgisayar,şu açık uygulamaya geçsek iyi olur,"[""şu"", ""açık"", ""uygulamaya"", ""geçsek"", ""iyi"", ""olur""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""O""]","[""GEÇ"",""GEÇ"",""GEÇ"",""GEÇ"",""O"",""O""]",
CK-1678,tarayıcı_internet,video sekmesine geçip kalite menüsünü açarak düşük seç,"[""video"", ""sekmesine"", ""geçip"", ""kalite"", ""menüsünü"", ""açarak"", ""düşük"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ""]",
CK-3383,dosya_yazılım_geliştirme,hata satırını seç,"[""hata"", ""satırını"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ""]",
CK-2638,tarayıcı_internet,formu gönderme bekle açıklama kutusunu seç kısa not yaz,"[""formu"", ""gönderme"", ""bekle"", ""açıklama"", ""kutusunu"", ""seç"", ""kısa"", ""not"", ""yaz""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""YAZ"",""YAZ"",""YAZ""]",
CK-1731,ofis_metin_düzenleme,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,"[""tablo"", ""filtresini"", ""sıfırlama"", ""yok"", ""filtre"", ""okunu"", ""aç"", ""boşları"", ""seç""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ""]",
CK-2622,temel_bilgisayar,şu klasörün önizlemesini açmadan önce klasörü seçer misin,"[""şu"", ""klasörün"", ""önizlemesini"", ""açmadan"", ""önce"", ""klasörü"", ""seçer"", ""misin""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-3631,tarayıcı_internet,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,"[""reklam"", ""sekmesini"", ""kapatma"", ""sağdaki"", ""sekmeye"", ""geç"", ""sayfayı"", ""aşağı"", ""kaydır""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""KAYDIR"",""KAYDIR"",""KAYDIR""]",
CK-2714,temel_bilgisayar,sağdaki küçük pencereyi büyüterek üste hizala,"[""sağdaki"", ""küçük"", ""pencereyi"", ""büyüterek"", ""üste"", ""hizala""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""DİĞER"",""DİĞER""]",
CK-2286,dosya_yazılım_geliştirme,terminaldeki son komutu yinele hata çıkarsa çıktıyı seç kopyala,"[""terminaldeki"", ""son"", ""komutu"", ""yinele"", ""hata"", ""çıkarsa"", ""çıktıyı"", ""seç"", ""kopyala""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK""]","[""YİNELE"",""YİNELE"",""YİNELE"",""YİNELE"",""O"",""O"",""SEÇ"",""SEÇ"",""KOPYALA""]",
CK-3232,tarayıcı_internet,indirme deme şu pdfi indirir misin,"[""indirme"", ""deme"", ""şu"", ""pdfi"", ""indirir"", ""misin""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""İNDİR"",""İNDİR"",""İNDİR"",""İNDİR""]",
CK-1433,ofis_metin_düzenleme,slaytı sil yok hayır slaytı seç slaytı çoğalt,"[""slaytı"", ""sil"", ""yok"", ""hayır"", ""slaytı"", ""seç"", ""slaytı"", ""çoğalt""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""SEÇ"",""SEÇ"",""KOPYALA"",""KOPYALA""]",
CK-2547,tarayıcı_internet,oradaki giriş bağlantısına tıklayıp kullanıcı alanına deneme yaz gönderme,"[""oradaki"", ""giriş"", ""bağlantısına"", ""tıklayıp"", ""kullanıcı"", ""alanına"", ""deneme"", ""yaz"", ""gönderme""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O""]","[""TIKLA"",""TIKLA"",""TIKLA"",""TIKLA"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""O""]",
CK-2528,tarayıcı_internet,Google sonuçlarında üçüncü bağlantıyı açma dur başlığını kopyala yan sekmeye geç,"[""Google"", ""sonuçlarında"", ""üçüncü"", ""bağlantıyı"", ""açma"", ""dur"", ""başlığını"", ""kopyala"", ""yan"", ""sekmeye"", ""geç""]","[""O"",""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""O"",""KOPYALA"",""KOPYALA"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR""]",
CK-3851,ofis_metin_düzenleme,yazdırmadan önce kenar boşluklarını dar yap,"[""yazdırmadan"", ""önce"", ""kenar"", ""boşluklarını"", ""dar"", ""yap""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""DEĞİŞTİR"",""DEĞİŞTİR"",""DEĞİŞTİR"",""DEĞİŞTİR""]",
CK-3735,temel_bilgisayar,şu boş alana bir boşluk bırak sonra bekle,"[""şu"", ""boş"", ""alana"", ""bir"", ""boşluk"", ""bırak"", ""sonra"", ""bekle""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""O""]","[""BOŞLUK"",""BOŞLUK"",""BOŞLUK"",""BOŞLUK"",""BOŞLUK"",""BOŞLUK"",""O"",""O""]",
CK-3787,tarayıcı_internet,bağlantıyı yeni pencerede değil aynı sekmede aç,"[""bağlantıyı"", ""yeni"", ""pencerede"", ""değil"", ""aynı"", ""sekmede"", ""aç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ""]",
CK-3607,temel_bilgisayar,fare imlecini biraz büyütür müsün,"[""fare"", ""imlecini"", ""biraz"", ""büyütür"", ""müsün""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""BÜYÜT""]",
CK-1259,ofis_metin_düzenleme,vörd içinde kaynakçayı bul doi satırını seç koypala,"[""vörd"", ""içinde"", ""kaynakçayı"", ""bul"", ""doi"", ""satırını"", ""seç"", ""koypala""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""BUL"",""BUL"",""BUL"",""BUL"",""SEÇ"",""SEÇ"",""SEÇ"",""KOPYALA""]",
CK-1844,temel_bilgisayar,şuradaki cihazı seç bağlantıyı kes,"[""şuradaki"", ""cihazı"", ""seç"", ""bağlantıyı"", ""kes""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""KAPAT"",""KAPAT""]",
CK-2694,dosya_yazılım_geliştirme,package dosyasını aç script bölümüne git build komutunu değiştir,"[""package"", ""dosyasını"", ""aç"", ""script"", ""bölümüne"", ""git"", ""build"", ""komutunu"", ""değiştir""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""GİT"",""GİT"",""GİT"",""DEĞİŞTİR"",""DEĞİŞTİR"",""DEĞİŞTİR""]",
CK-2071,ofis_metin_düzenleme,belgeyi aç şablon ekini indir düzenlenmiş belgeyi yükle,"[""belgeyi"", ""aç"", ""şablon"", ""ekini"", ""indir"", ""düzenlenmiş"", ""belgeyi"", ""yükle""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""İNDİR"",""İNDİR"",""İNDİR"",""YÜKLE"",""YÜKLE"",""YÜKLE""]",
CK-2258,ofis_metin_düzenleme,bak bu yorum balonunu aç cevaba tamamdır yaz gönder,"[""bak"", ""bu"", ""yorum"", ""balonunu"", ""aç"", ""cevaba"", ""tamamdır"", ""yaz"", ""gönder""]","[""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""O"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""YAZ"",""YAZ"",""YAZ"",""GÖNDER""]",
CK-1643,ofis_metin_düzenleme,satış tablosunu aç bölge filtresini seç uygula yazdır,"[""satış"", ""tablosunu"", ""aç"", ""bölge"", ""filtresini"", ""seç"", ""uygula"", ""yazdır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""DİĞER"",""YAZDIR""]",
CK-1437,tarayıcı_internet,mesajı silme dur mesajı seç mesajı arşive taşı,"[""mesajı"", ""silme"", ""dur"", ""mesajı"", ""seç"", ""mesajı"", ""arşive"", ""taşı""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""SEÇ"",""SEÇ"",""TAŞI"",""TAŞI"",""TAŞI""]",
CK-1624,dosya_yazılım_geliştirme,deploy et vazgeç terminale geç logları bul,"[""deploy"", ""et"", ""vazgeç"", ""terminale"", ""geç"", ""logları"", ""bul""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""GEÇ"",""GEÇ"",""BUL"",""BUL""]",
CK-2812,tarayıcı_internet,şu sekmeye geçelim mi öndeki değil yandaki,"[""şu"", ""sekmeye"", ""geçelim"", ""mi"", ""öndeki"", ""değil"", ""yandaki""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR""]",
CK-3255,ofis_metin_düzenleme,belgenin sonunu yazdırıver,"[""belgenin"", ""sonunu"", ""yazdırıver""]","[""B-TASK"",""I-TASK"",""I-TASK""]","[""YAZDIR"",""YAZDIR"",""YAZDIR""]",
CK-1422,tarayıcı_internet,maili gönder dur maili gönderme eki yükle maili gönder,"[""maili"", ""gönder"", ""dur"", ""maili"", ""gönderme"", ""eki"", ""yükle"", ""maili"", ""gönder""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""YÜKLE"",""YÜKLE"",""GÖNDER"",""GÖNDER""]",
CK-1629,temel_bilgisayar,dosya adını taslak yapma hayır dosya adını onaylı yap kaydet,"[""dosya"", ""adını"", ""taslak"", ""yapma"", ""hayır"", ""dosya"", ""adını"", ""onaylı"", ""yap"", ""kaydet""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""O"",""O"",""O"",""O"",""O"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""KAYDET""]",
CK-1632,ofis_metin_düzenleme,görseli yazdırma dur görseli seç parlaklığını artır,"[""görseli"", ""yazdırma"", ""dur"", ""görseli"", ""seç"", ""parlaklığını"", ""artır""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""SEÇ"",""SEÇ"",""ARTIR"",""ARTIR""]",
CK-2028,tarayıcı_internet,gogıl drayvı aç sonra hakem raporunu yügle ve paylaşım linkini koypala,"[""gogıl"", ""drayvı"", ""aç"", ""sonra"", ""hakem"", ""raporunu"", ""yügle"", ""ve"", ""paylaşım"", ""linkini"", ""koypala""]","[""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""O"",""YÜKLE"",""YÜKLE"",""YÜKLE"",""O"",""KOPYALA"",""KOPYALA"",""KOPYALA""]",
CK-3593,dosya_yazılım_geliştirme,src klasörüne geç yeni helper dosyası oluştur,"[""src"", ""klasörüne"", ""geç"", ""yeni"", ""helper"", ""dosyası"", ""oluştur""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""GEÇ"",""GEÇ"",""GEÇ"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR""]",
CK-3146,dosya_yazılım_geliştirme,adını değiştirme yedek klasöre taşı sonra kaydet,"[""adını"", ""değiştirme"", ""yedek"", ""klasöre"", ""taşı"", ""sonra"", ""kaydet""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK""]","[""O"",""O"",""TAŞI"",""TAŞI"",""TAŞI"",""O"",""KAYDET""]",
CK-2032,tarayıcı_internet,sayfayı yazdırma yok sayfayı pdf olarak indir sonra dosya adını başvuru yap,"[""sayfayı"", ""yazdırma"", ""yok"", ""sayfayı"", ""pdf"", ""olarak"", ""indir"", ""sonra"", ""dosya"", ""adını"", ""başvuru"", ""yap""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""İNDİR"",""İNDİR"",""İNDİR"",""İNDİR"",""O"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR""]",
CK-2673,ofis_metin_düzenleme,oradaki boş satırı seçer misin üstüne bir boşluk bırak,"[""oradaki"", ""boş"", ""satırı"", ""seçer"", ""misin"", ""üstüne"", ""bir"", ""boşluk"", ""bırak""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""BOŞLUK"",""BOŞLUK"",""BOŞLUK"",""BOŞLUK""]",
CK-2020,temel_bilgisayar,başlat aramasını aç ekran okuyucu yaz entera bas,"[""başlat"", ""aramasını"", ""aç"", ""ekran"", ""okuyucu"", ""yaz"", ""entera"", ""bas""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""YAZ"",""YAZ"",""YAZ"",""ENTER"",""ENTER""]",
CK-3079,ofis_metin_düzenleme,şu yazıyı biraz büyütür müsün ardından satır aralığını artır ve belgeyi yazdır,"[""şu"", ""yazıyı"", ""biraz"", ""büyütür"", ""müsün"", ""ardından"", ""satır"", ""aralığını"", ""artır"", ""ve"", ""belgeyi"", ""yazdır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""O"",""ARTIR"",""ARTIR"",""ARTIR"",""O"",""YAZDIR"",""YAZDIR""]",
CK-3825,ofis_metin_düzenleme,açık olan metinde sonuç başlığını bul ve altını çiz,"[""açık"", ""olan"", ""metinde"", ""sonuç"", ""başlığını"", ""bul"", ""ve"", ""altını"", ""çiz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""BUL"",""BUL"",""BUL"",""BUL"",""BUL"",""BUL"",""O"",""DİĞER"",""DİĞER""]",
CK-1351,ofis_metin_düzenleme,vördü aç ikinci paragrafı bul seç koypala,"[""vördü"", ""aç"", ""ikinci"", ""paragrafı"", ""bul"", ""seç"", ""koypala""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""BUL"",""BUL"",""BUL"",""SEÇ"",""KOPYALA""]",
CK-3491,dosya_yazılım_geliştirme,terminali kapat logu yazdır raporu gönder,"[""terminali"", ""kapat"", ""logu"", ""yazdır"", ""raporu"", ""gönder""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""KAPAT"",""KAPAT"",""YAZDIR"",""YAZDIR"",""GÖNDER"",""GÖNDER""]",
CK-1741,temel_bilgisayar,ekran okuyucuyu aç hız ayarını seç değeri azalt,"[""ekran"", ""okuyucuyu"", ""aç"", ""hız"", ""ayarını"", ""seç"", ""değeri"", ""azalt""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""AZALT"",""AZALT""]",
CK-2652,tarayıcı_internet,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,"[""sekmeyi"", ""kapatma"", ""yok"", ""sayfa"", ""içinde"", ""rapor"", ""kelimesini"", ""bul""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""BUL"",""BUL"",""BUL"",""BUL"",""BUL""]",
CK-2683,dosya_yazılım_geliştirme,VS Code'da sol ağaçtan services klasörünü aç api dosyasını seç,"[""VS"", ""Code'da"", ""sol"", ""ağaçtan"", ""services"", ""klasörünü"", ""aç"", ""api"", ""dosyasını"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-1890,tarayıcı_internet,pdf bağlantısını bul dosyayı indir klasörde göster,"[""pdf"", ""bağlantısını"", ""bul"", ""dosyayı"", ""indir"", ""klasörde"", ""göster""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""BUL"",""BUL"",""BUL"",""İNDİR"",""İNDİR"",""DİĞER"",""DİĞER""]",
CK-2055,ofis_metin_düzenleme,giriş paragrafını seç paragrafı kes özet bölümüne yapıştır,"[""giriş"", ""paragrafını"", ""seç"", ""paragrafı"", ""kes"", ""özet"", ""bölümüne"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""KES"",""KES"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR""]",
