id,domain,task_count,raw_command,token_index,token,gold_boundary_label,gold_task_token_label
CK-3593,dosya_yazılım_geliştirme,2,src klasörüne geç yeni helper dosyası oluştur,6,oluştur,I-TASK,YENİ_OLUŞTUR
CK-3595,dosya_yazılım_geliştirme,1,branch değiştirme sadece değişiklikleri kaydet,0,branch,O,O
CK-3595,dosya_yazılım_geliştirme,1,branch değiştirme sadece değişiklikleri kaydet,1,değiştirme,O,O
CK-3595,dosya_yazılım_geliştirme,1,branch değiştirme sadece değişiklikleri kaydet,2,sadece,O,O
CK-3595,dosya_yazılım_geliştirme,1,branch değiştirme sadece değişiklikleri kaydet,3,değişiklikleri,B-TASK,KAYDET
CK-3595,dosya_yazılım_geliştirme,1,branch değiştirme sadece değişiklikleri kaydet,4,kaydet,I-TASK,KAYDET
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,0,api,B-TASK,BUL
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,1,dosyasını,I-TASK,BUL
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,2,bul,I-TASK,BUL
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,3,route,B-TASK,SEÇ
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,4,satırını,I-TASK,SEÇ
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,5,seç,I-TASK,SEÇ
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,6,endpoint,B-TASK,DEĞİŞTİR
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,7,adını,I-TASK,DEĞİŞTİR
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,8,güncelle,I-TASK,DEĞİŞTİR
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,9,kaydet,B-TASK,KAYDET
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,10,ve,O,O
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,11,repoya,B-TASK,YÜKLE
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,12,yükle,I-TASK,YÜKLE
CK-3607,temel_bilgisayar,1,fare imlecini biraz büyütür müsün,0,fare,B-TASK,BÜYÜT
CK-3607,temel_bilgisayar,1,fare imlecini biraz büyütür müsün,1,imlecini,I-TASK,BÜYÜT
CK-3607,temel_bilgisayar,1,fare imlecini biraz büyütür müsün,2,biraz,I-TASK,BÜYÜT
CK-3607,temel_bilgisayar,1,fare imlecini biraz büyütür müsün,3,büyütür,I-TASK,BÜYÜT
CK-3607,temel_bilgisayar,1,fare imlecini biraz büyütür müsün,4,müsün,O,O
CK-3617,temel_bilgisayar,1,simgelerin görünümünü liste olarak değiştir,0,simgelerin,O,O
CK-3617,temel_bilgisayar,1,simgelerin görünümünü liste olarak değiştir,1,görünümünü,O,O
CK-3617,temel_bilgisayar,1,simgelerin görünümünü liste olarak değiştir,2,liste,B-TASK,DEĞİŞTİR
CK-3617,temel_bilgisayar,1,simgelerin görünümünü liste olarak değiştir,3,olarak,I-TASK,DEĞİŞTİR
CK-3617,temel_bilgisayar,1,simgelerin görünümünü liste olarak değiştir,4,değiştir,I-TASK,DEĞİŞTİR
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,0,indirilenler,B-TASK,GİT
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,1,klasörüne,I-TASK,GİT
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,2,git,I-TASK,GİT
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,3,geçici,B-TASK,SİL
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,4,ekran,I-TASK,SİL
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,5,görüntüsünü,I-TASK,SİL
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,6,sil,I-TASK,SİL
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,7,sonra,O,O
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,8,masaüstüne,B-TASK,GEÇ
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,9,geç,I-TASK,GEÇ
CK-3628,tarayıcı_internet,1,önceki sekmeye geç içerik orada kaldı,0,önceki,B-TASK,SEKME_DEĞİŞTİR
CK-3628,tarayıcı_internet,1,önceki sekmeye geç içerik orada kaldı,1,sekmeye,I-TASK,SEKME_DEĞİŞTİR
CK-3628,tarayıcı_internet,1,önceki sekmeye geç içerik orada kaldı,2,geç,I-TASK,SEKME_DEĞİŞTİR
CK-3628,tarayıcı_internet,1,önceki sekmeye geç içerik orada kaldı,3,içerik,O,O
CK-3628,tarayıcı_internet,1,önceki sekmeye geç içerik orada kaldı,4,orada,O,O
CK-3628,tarayıcı_internet,1,önceki sekmeye geç içerik orada kaldı,5,kaldı,O,O
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,0,reklam,O,O
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,1,sekmesini,O,O
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,2,kapatma,O,O
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,3,sağdaki,B-TASK,SEKME_DEĞİŞTİR
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,4,sekmeye,I-TASK,SEKME_DEĞİŞTİR
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,5,geç,I-TASK,SEKME_DEĞİŞTİR
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,6,sayfayı,B-TASK,KAYDIR
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,7,aşağı,I-TASK,KAYDIR
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,8,kaydır,I-TASK,KAYDIR
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,0,adres,B-TASK,SEÇ
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,1,satırını,I-TASK,SEÇ
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,2,seç,I-TASK,SEÇ
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,3,eski,B-TASK,SİL
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,4,adresi,I-TASK,SİL
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,5,sil,I-TASK,SİL
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,6,yeni,B-TASK,YAZ
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,7,adresi,I-TASK,YAZ
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,8,yaz,I-TASK,YAZ
CK-3643,ofis_metin_düzenleme,2,son cümleyi kes sonuç bölümüne yapıştır,0,son,B-TASK,KES
CK-3643,ofis_metin_düzenleme,2,son cümleyi kes sonuç bölümüne yapıştır,1,cümleyi,I-TASK,KES
CK-3643,ofis_metin_düzenleme,2,son cümleyi kes sonuç bölümüne yapıştır,2,kes,I-TASK,KES
CK-3643,ofis_metin_düzenleme,2,son cümleyi kes sonuç bölümüne yapıştır,3,sonuç,B-TASK,YAPIŞTIR
CK-3643,ofis_metin_düzenleme,2,son cümleyi kes sonuç bölümüne yapıştır,4,bölümüne,I-TASK,YAPIŞTIR
CK-3643,ofis_metin_düzenleme,2,son cümleyi kes sonuç bölümüne yapıştır,5,yapıştır,I-TASK,YAPIŞTIR
CK-3652,dosya_yazılım_geliştirme,1,proje loglarında timeout hatasını ara,0,proje,O,O
CK-3652,dosya_yazılım_geliştirme,1,proje loglarında timeout hatasını ara,1,loglarında,O,O
CK-3652,dosya_yazılım_geliştirme,1,proje loglarında timeout hatasını ara,2,timeout,B-TASK,ARA
CK-3652,dosya_yazılım_geliştirme,1,proje loglarında timeout hatasını ara,3,hatasını,I-TASK,ARA
CK-3652,dosya_yazılım_geliştirme,1,proje loglarında timeout hatasını ara,4,ara,I-TASK,ARA
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,0,log,O,O
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,1,dosyasını,O,O
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,2,açma,O,O
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,3,sadece,O,O
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,4,error,B-TASK,ARA
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,5,satırlarını,I-TASK,ARA
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,6,ara,I-TASK,ARA
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,7,ve,O,O
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,8,çıktıyı,B-TASK,YAZDIR
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,9,yazdır,I-TASK,YAZDIR
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,0,dist,O,O
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,1,klasörünü,O,O
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,2,küçült,O,O
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,3,demiyorum,O,O
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,4,arşiv,B-TASK,DİĞER
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,5,dosyasını,I-TASK,DİĞER
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,6,sıkıştır,I-TASK,DİĞER
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,7,sonra,O,O
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,8,hedefe,B-TASK,TAŞI
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,9,taşı,I-TASK,TAŞI
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,0,yanlış,O,O
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,1,dosyayı,O,O
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,2,silme,O,O
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,3,geçici,B-TASK,SİL
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,4,cache,I-TASK,SİL
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,5,klasörünü,I-TASK,SİL
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,6,sil,I-TASK,SİL
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,7,sonra,O,O
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,8,test,B-TASK,GEÇ
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,9,klasörüne,I-TASK,GEÇ
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,10,geç,I-TASK,GEÇ
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,0,VS,O,O
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,1,Code,O,O
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,2,içinde,O,O
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,3,test,B-TASK,SEKME_DEĞİŞTİR
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,4,sekmesine,I-TASK,SEKME_DEĞİŞTİR
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,5,geç,I-TASK,SEKME_DEĞİŞTİR
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,6,failed,B-TASK,ARA
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,7,ifadesini,I-TASK,ARA
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,8,ara,I-TASK,ARA
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,9,sonucu,B-TASK,YAZDIR
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,10,yazdır,I-TASK,YAZDIR
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,0,terminalde,O,O
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,1,git,B-TASK,YAZ
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,2,pull,I-TASK,YAZ
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,3,yaz,I-TASK,YAZ
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,4,enter,B-TASK,ENTER
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,5,bas,I-TASK,ENTER
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,6,çakışma,B-TASK,BUL
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,7,dosyasını,I-TASK,BUL
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,8,bul,I-TASK,BUL
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,9,çıktıyı,B-TASK,YAZDIR
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,10,yazdır,I-TASK,YAZDIR
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,0,boş,B-TASK,SİL
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,1,migration,I-TASK,SİL
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,2,dosyasını,I-TASK,SİL
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,3,sil,I-TASK,SİL
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,4,yeni,B-TASK,YENİ_OLUŞTUR
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,5,migration,I-TASK,YENİ_OLUŞTUR
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,6,oluştur,I-TASK,YENİ_OLUŞTUR
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,7,adını,O,O
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,8,add_index,B-TASK,YENİDEN_ADLANDIR
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,9,yap,I-TASK,YENİDEN_ADLANDIR
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,0,terminal,B-TASK,SEKME_DEĞİŞTİR
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,1,sekmesine,I-TASK,SEKME_DEĞİŞTİR
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,2,geç,I-TASK,SEKME_DEĞİŞTİR
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,3,pip,B-TASK,YAZ
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,4,install,I-TASK,YAZ
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,5,komutunu,I-TASK,YAZ
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,6,yaz,I-TASK,YAZ
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,7,boşluk,B-TASK,BOŞLUK
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,8,bırak,I-TASK,BOŞLUK
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,9,paket,B-TASK,YAPIŞTIR
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,10,adını,I-TASK,YAPIŞTIR
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,11,yapıştır,I-TASK,YAPIŞTIR
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,12,enter,B-TASK,ENTER
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,13,bas,I-TASK,ENTER
CK-3711,temel_bilgisayar,1,imleç boyutunu büyük yapma orta ayara getir,0,imleç,B-TASK,DEĞİŞTİR
CK-3711,temel_bilgisayar,1,imleç boyutunu büyük yapma orta ayara getir,1,boyutunu,I-TASK,DEĞİŞTİR
CK-3711,temel_bilgisayar,1,imleç boyutunu büyük yapma orta ayara getir,2,büyük,I-TASK,DEĞİŞTİR
CK-3711,temel_bilgisayar,1,imleç boyutunu büyük yapma orta ayara getir,3,yapma,I-TASK,DEĞİŞTİR
CK-3711,temel_bilgisayar,1,imleç boyutunu büyük yapma orta ayara getir,4,orta,I-TASK,DEĞİŞTİR
CK-3711,temel_bilgisayar,1,imleç boyutunu büyük yapma orta ayara getir,5,ayara,I-TASK,DEĞİŞTİR
CK-3711,temel_bilgisayar,1,imleç boyutunu büyük yapma orta ayara getir,6,getir,I-TASK,DEĞİŞTİR
CK-3722,temel_bilgisayar,1,bu kısayolun adını değiştirme sadece başka klasöre taşı,0,bu,O,O
CK-3722,temel_bilgisayar,1,bu kısayolun adını değiştirme sadece başka klasöre taşı,1,kısayolun,O,O
CK-3722,temel_bilgisayar,1,bu kısayolun adını değiştirme sadece başka klasöre taşı,2,adını,O,O
CK-3722,temel_bilgisayar,1,bu kısayolun adını değiştirme sadece başka klasöre taşı,3,değiştirme,O,O
CK-3722,temel_bilgisayar,1,bu kısayolun adını değiştirme sadece başka klasöre taşı,4,sadece,O,O
CK-3722,temel_bilgisayar,1,bu kısayolun adını değiştirme sadece başka klasöre taşı,5,başka,B-TASK,TAŞI
CK-3722,temel_bilgisayar,1,bu kısayolun adını değiştirme sadece başka klasöre taşı,6,klasöre,I-TASK,TAŞI
CK-3722,temel_bilgisayar,1,bu kısayolun adını değiştirme sadece başka klasöre taşı,7,taşı,I-TASK,TAŞI
CK-3723,temel_bilgisayar,1,ekran parlaklığını düşürme gece ışığını aç,0,ekran,O,O
CK-3723,temel_bilgisayar,1,ekran parlaklığını düşürme gece ışığını aç,1,parlaklığını,O,O
CK-3723,temel_bilgisayar,1,ekran parlaklığını düşürme gece ışığını aç,2,düşürme,O,O
CK-3723,temel_bilgisayar,1,ekran parlaklığını düşürme gece ışığını aç,3,gece,B-TASK,AÇ
CK-3723,temel_bilgisayar,1,ekran parlaklığını düşürme gece ışığını aç,4,ışığını,I-TASK,AÇ
CK-3723,temel_bilgisayar,1,ekran parlaklığını düşürme gece ışığını aç,5,aç,I-TASK,AÇ
CK-3726,temel_bilgisayar,1,masaüstündeki dağınık simgeleri ada göre sırala,0,masaüstündeki,O,O
CK-3726,temel_bilgisayar,1,masaüstündeki dağınık simgeleri ada göre sırala,1,dağınık,B-TASK,DİĞER
CK-3726,temel_bilgisayar,1,masaüstündeki dağınık simgeleri ada göre sırala,2,simgeleri,I-TASK,DİĞER
CK-3726,temel_bilgisayar,1,masaüstündeki dağınık simgeleri ada göre sırala,3,ada,I-TASK,DİĞER
CK-3726,temel_bilgisayar,1,masaüstündeki dağınık simgeleri ada göre sırala,4,göre,I-TASK,DİĞER
CK-3726,temel_bilgisayar,1,masaüstündeki dağınık simgeleri ada göre sırala,5,sırala,I-TASK,DİĞER
CK-3730,temel_bilgisayar,1,açık pencereyi tam ekran yapma sadece biraz büyüt,0,açık,O,O
CK-3730,temel_bilgisayar,1,açık pencereyi tam ekran yapma sadece biraz büyüt,1,pencereyi,O,O
CK-3730,temel_bilgisayar,1,açık pencereyi tam ekran yapma sadece biraz büyüt,2,tam,O,O
CK-3730,temel_bilgisayar,1,açık pencereyi tam ekran yapma sadece biraz büyüt,3,ekran,O,O
CK-3730,temel_bilgisayar,1,açık pencereyi tam ekran yapma sadece biraz büyüt,4,yapma,O,O
CK-3730,temel_bilgisayar,1,açık pencereyi tam ekran yapma sadece biraz büyüt,5,sadece,O,O
CK-3730,temel_bilgisayar,1,açık pencereyi tam ekran yapma sadece biraz büyüt,6,biraz,B-TASK,BÜYÜT
CK-3730,temel_bilgisayar,1,açık pencereyi tam ekran yapma sadece biraz büyüt,7,büyüt,I-TASK,BÜYÜT
CK-3732,temel_bilgisayar,1,bu ekran görüntüsünü kaydetme panoya al,0,bu,O,O
CK-3732,temel_bilgisayar,1,bu ekran görüntüsünü kaydetme panoya al,1,ekran,O,O
CK-3732,temel_bilgisayar,1,bu ekran görüntüsünü kaydetme panoya al,2,görüntüsünü,O,O
CK-3732,temel_bilgisayar,1,bu ekran görüntüsünü kaydetme panoya al,3,kaydetme,O,O
CK-3732,temel_bilgisayar,1,bu ekran görüntüsünü kaydetme panoya al,4,panoya,B-TASK,TAŞI
CK-3732,temel_bilgisayar,1,bu ekran görüntüsünü kaydetme panoya al,5,al,I-TASK,TAŞI
CK-3733,temel_bilgisayar,2,klasördeki son indirilen öğeyi bul ve klasörde göster,0,klasördeki,O,O
CK-3733,temel_bilgisayar,2,klasördeki son indirilen öğeyi bul ve klasörde göster,1,son,B-TASK,BUL
CK-3733,temel_bilgisayar,2,klasördeki son indirilen öğeyi bul ve klasörde göster,2,indirilen,I-TASK,BUL
CK-3733,temel_bilgisayar,2,klasördeki son indirilen öğeyi bul ve klasörde göster,3,öğeyi,I-TASK,BUL
CK-3733,temel_bilgisayar,2,klasördeki son indirilen öğeyi bul ve klasörde göster,4,bul,I-TASK,BUL
CK-3733,temel_bilgisayar,2,klasördeki son indirilen öğeyi bul ve klasörde göster,5,ve,O,O
CK-3733,temel_bilgisayar,2,klasördeki son indirilen öğeyi bul ve klasörde göster,6,klasörde,B-TASK,DİĞER
CK-3733,temel_bilgisayar,2,klasördeki son indirilen öğeyi bul ve klasörde göster,7,göster,I-TASK,DİĞER
CK-3735,temel_bilgisayar,2,şu boş alana bir boşluk bırak sonra bekle,0,şu,B-TASK,BOŞLUK
CK-3735,temel_bilgisayar,2,şu boş alana bir boşluk bırak sonra bekle,1,boş,I-TASK,BOŞLUK
CK-3735,temel_bilgisayar,2,şu boş alana bir boşluk bırak sonra bekle,2,alana,I-TASK,BOŞLUK
CK-3735,temel_bilgisayar,2,şu boş alana bir boşluk bırak sonra bekle,3,bir,I-TASK,BOŞLUK
CK-3735,temel_bilgisayar,2,şu boş alana bir boşluk bırak sonra bekle,4,boşluk,I-TASK,BOŞLUK
CK-3735,temel_bilgisayar,2,şu boş alana bir boşluk bırak sonra bekle,5,bırak,I-TASK,BOŞLUK
CK-3735,temel_bilgisayar,2,şu boş alana bir boşluk bırak sonra bekle,6,sonra,O,O
