id,domain,task_count,raw_command,tokens_json,token_count,annotator_boundary_labels_json,annotator_task_token_labels_json,annotator_note
CK-2893,dosya_yazılım_geliştirme,4,log dosyasını aç hata kelimesini ara sonucu seç kopyala,"[""log"", ""dosyasını"", ""aç"", ""hata"", ""kelimesini"", ""ara"", ""sonucu"", ""seç"", ""kopyala""]",9,,,
CK-2894,temel_bilgisayar,5,şunu yanlış yaptım pencereyi kapatma masaüstüne geç başlatı aç ayarlar yaz enter bas pencereyi büyüt,"[""şunu"", ""yanlış"", ""yaptım"", ""pencereyi"", ""kapatma"", ""masaüstüne"", ""geç"", ""başlatı"", ""aç"", ""ayarlar"", ""yaz"", ""enter"", ""bas"", ""pencereyi"", ""büyüt""]",15,,,
CK-2902,dosya_yazılım_geliştirme,5,terminali aç komutu yaz enter bas hatayı bul logu kaydet,"[""terminali"", ""aç"", ""komutu"", ""yaz"", ""enter"", ""bas"", ""hatayı"", ""bul"", ""logu"", ""kaydet""]",10,,,
CK-2904,temel_bilgisayar,1,pencereyi büyüt yok yok şimdilik küçültelim,"[""pencereyi"", ""büyüt"", ""yok"", ""yok"", ""şimdilik"", ""küçültelim""]",6,,,
CK-2906,temel_bilgisayar,1,ekran çok parlak ya parlaklığı birazcık azalt,"[""ekran"", ""çok"", ""parlak"", ""ya"", ""parlaklığı"", ""birazcık"", ""azalt""]",7,,,
CK-2910,tarayıcı_internet,1,öbür sayfaya değil yan sekmeye geçer misin,"[""öbür"", ""sayfaya"", ""değil"", ""yan"", ""sekmeye"", ""geçer"", ""misin""]",7,,,
CK-2925,dosya_yazılım_geliştirme,1,dosyanın içeriğini değiştirme sadece uzantısını değiştir,"[""dosyanın"", ""içeriğini"", ""değiştirme"", ""sadece"", ""uzantısını"", ""değiştir""]",6,,,
CK-2928,temel_bilgisayar,2,şu pencereyi küçültür müsün bir de sesi azıcık azalt,"[""şu"", ""pencereyi"", ""küçültür"", ""müsün"", ""bir"", ""de"", ""sesi"", ""azıcık"", ""azalt""]",9,,,
CK-2931,temel_bilgisayar,2,şu uyarı metnini kopyala ama buraya yapıştırma yerine panoya yapıştır,"[""şu"", ""uyarı"", ""metnini"", ""kopyala"", ""ama"", ""buraya"", ""yapıştırma"", ""yerine"", ""panoya"", ""yapıştır""]",10,,,
CK-2945,dosya_yazılım_geliştirme,2,kodu silme gereksiz bloğu kes dosyayı kaydet,"[""kodu"", ""silme"", ""gereksiz"", ""bloğu"", ""kes"", ""dosyayı"", ""kaydet""]",7,,,
CK-2949,dosya_yazılım_geliştirme,2,son commit satırını seç onu kopyalar mısın,"[""son"", ""commit"", ""satırını"", ""seç"", ""onu"", ""kopyalar"", ""mısın""]",7,,,
CK-2953,temel_bilgisayar,3,kapat yok şu pencereyi küçült ana ekrana geç listeyi kaydır,"[""kapat"", ""yok"", ""şu"", ""pencereyi"", ""küçült"", ""ana"", ""ekrana"", ""geç"", ""listeyi"", ""kaydır""]",10,,,
CK-2960,ofis_metin_düzenleme,3,şunu kaydetme henüz tabloyu seç ikinci satırı kes son halini kaydet,"[""şunu"", ""kaydetme"", ""henüz"", ""tabloyu"", ""seç"", ""ikinci"", ""satırı"", ""kes"", ""son"", ""halini"", ""kaydet""]",11,,,
CK-2962,dosya_yazılım_geliştirme,3,dosyayı silme sakın log dosyasını aç timeout hatası ara sonucu kopyala,"[""dosyayı"", ""silme"", ""sakın"", ""log"", ""dosyasını"", ""aç"", ""timeout"", ""hatası"", ""ara"", ""sonucu"", ""kopyala""]",11,,,
CK-2963,dosya_yazılım_geliştirme,3,terminalde npm test yaz enter a bas çıktıyı sohbete gönder,"[""terminalde"", ""npm"", ""test"", ""yaz"", ""enter"", ""a"", ""bas"", ""çıktıyı"", ""sohbete"", ""gönder""]",10,,,
CK-2968,temel_bilgisayar,4,arama kutusuna tıkla denetim masası yaz enter basıver açılınca listeyi aşağı kaydır,"[""arama"", ""kutusuna"", ""tıkla"", ""denetim"", ""masası"", ""yaz"", ""enter"", ""basıver"", ""açılınca"", ""listeyi"", ""aşağı"", ""kaydır""]",12,,,
CK-2970,temel_bilgisayar,4,pencereyi büyütsene parlaklığı azalt bir de diğer uygulamaya geç açılır uyarıyı kapat,"[""pencereyi"", ""büyütsene"", ""parlaklığı"", ""azalt"", ""bir"", ""de"", ""diğer"", ""uygulamaya"", ""geç"", ""açılır"", ""uyarıyı"", ""kapat""]",12,,,
CK-2972,temel_bilgisayar,4,not defterini aç test yazısı yaz bir boşluk bırak enter yap,"[""not"", ""defterini"", ""aç"", ""test"", ""yazısı"", ""yaz"", ""bir"", ""boşluk"", ""bırak"", ""enter"", ""yap""]",11,,,
CK-2975,tarayıcı_internet,4,yeni sekme açalım dergi sayfasına gidelim son sayıyı indirelim indirme uyarısını kapatalım,"[""yeni"", ""sekme"", ""açalım"", ""dergi"", ""sayfasına"", ""gidelim"", ""son"", ""sayıyı"", ""indirelim"", ""indirme"", ""uyarısını"", ""kapatalım""]",12,,,
CK-2981,ofis_metin_düzenleme,4,tablonun ilk satırını seç kes yerine alt bölüme yapıştır hücre rengini değiştir,"[""tablonun"", ""ilk"", ""satırını"", ""seç"", ""kes"", ""yerine"", ""alt"", ""bölüme"", ""yapıştır"", ""hücre"", ""rengini"", ""değiştir""]",12,,,
CK-2987,dosya_yazılım_geliştirme,4,terminalde python app py yaz enter bas çıktıyı kopyala mesaja gönder,"[""terminalde"", ""python"", ""app"", ""py"", ""yaz"", ""enter"", ""bas"", ""çıktıyı"", ""kopyala"", ""mesaja"", ""gönder""]",11,,,
CK-2999,dosya_yazılım_geliştirme,5,repo klasörünü aç src içine geç yeni servis dosyası oluştur adını auth service yap kaydet,"[""repo"", ""klasörünü"", ""aç"", ""src"", ""içine"", ""geç"", ""yeni"", ""servis"", ""dosyası"", ""oluştur"", ""adını"", ""auth"", ""service"", ""yap"", ""kaydet""]",15,,,
CK-3005,temel_bilgisayar,1,kaydırmadan önce değil sadece pencereyi küçültelim,"[""kaydırmadan"", ""önce"", ""değil"", ""sadece"", ""pencereyi"", ""küçültelim""]",6,,,
CK-3006,temel_bilgisayar,1,ekran fazla yakında gibi biraz uzaklaştır yani küçült şunu,"[""ekran"", ""fazla"", ""yakında"", ""gibi"", ""biraz"", ""uzaklaştır"", ""yani"", ""küçült"", ""şunu""]",9,,,
CK-3014,ofis_metin_düzenleme,1,dosyayı silme çıktı alabilir miyiz,"[""dosyayı"", ""silme"", ""çıktı"", ""alabilir"", ""miyiz""]",5,,,
CK-3018,ofis_metin_düzenleme,1,o satırı kopyalama seçili kısmı kesiver,"[""o"", ""satırı"", ""kopyalama"", ""seçili"", ""kısmı"", ""kesiver""]",6,,,
CK-3026,dosya_yazılım_geliştirme,1,kod satırını kesebilir miyiz ama dosyayı silmeyelim,"[""kod"", ""satırını"", ""kesebilir"", ""miyiz"", ""ama"", ""dosyayı"", ""silmeyelim""]",7,,,
CK-3033,tarayıcı_internet,2,yan sekmeye geçelim mi sonra bir yenilesene,"[""yan"", ""sekmeye"", ""geçelim"", ""mi"", ""sonra"", ""bir"", ""yenilesene""]",7,,,
CK-3038,ofis_metin_düzenleme,2,başlığı seçme ilgili dipnotu bul ve seç,"[""başlığı"", ""seçme"", ""ilgili"", ""dipnotu"", ""bul"", ""ve"", ""seç""]",7,,,
CK-3046,dosya_yazılım_geliştirme,2,zip paketini indirir misin sonra downloads klasörüne taşı,"[""zip"", ""paketini"", ""indirir"", ""misin"", ""sonra"", ""downloads"", ""klasörüne"", ""taşı""]",8,,,
CK-3048,dosya_yazılım_geliştirme,2,src içine geçelim yeni deneme dosyası oluşturalım,"[""src"", ""içine"", ""geçelim"", ""yeni"", ""deneme"", ""dosyası"", ""oluşturalım""]",7,,,
CK-3051,temel_bilgisayar,2,ekranı büyütme yazıyı büyüt sonra parlaklığı azalt,"[""ekranı"", ""büyütme"", ""yazıyı"", ""büyüt"", ""sonra"", ""parlaklığı"", ""azalt""]",7,,,
CK-3068,temel_bilgisayar,3,kaydırma yok önce pencereyi büyüt sonra listeyi kaydır ve seçili öğeyi aç,"[""kaydırma"", ""yok"", ""önce"", ""pencereyi"", ""büyüt"", ""sonra"", ""listeyi"", ""kaydır"", ""ve"", ""seçili"", ""öğeyi"", ""aç""]",12,,,
CK-3076,tarayıcı_internet,3,sonuca tıklama sayfayı biraz kaydır ilgili başlığı bul ve bağlantıyı kopyala,"[""sonuca"", ""tıklama"", ""sayfayı"", ""biraz"", ""kaydır"", ""ilgili"", ""başlığı"", ""bul"", ""ve"", ""bağlantıyı"", ""kopyala""]",11,,,
CK-3079,ofis_metin_düzenleme,3,şu yazıyı biraz büyütür müsün ardından satır aralığını artır ve belgeyi yazdır,"[""şu"", ""yazıyı"", ""biraz"", ""büyütür"", ""müsün"", ""ardından"", ""satır"", ""aralığını"", ""artır"", ""ve"", ""belgeyi"", ""yazdır""]",12,,,
CK-3085,dosya_yazılım_geliştirme,3,kod bloğunu silme fonksiyonu bul seç ve kes,"[""kod"", ""bloğunu"", ""silme"", ""fonksiyonu"", ""bul"", ""seç"", ""ve"", ""kes""]",8,,,
CK-3090,dosya_yazılım_geliştirme,3,çıktıyı silme log dosyasını aç son hatayı bul o satırı seç,"[""çıktıyı"", ""silme"", ""log"", ""dosyasını"", ""aç"", ""son"", ""hatayı"", ""bul"", ""o"", ""satırı"", ""seç""]",11,,,
CK-3092,dosya_yazılım_geliştirme,3,paketi yükleme önce indirilen arşivi bul seç çalışma klasörüne taşı,"[""paketi"", ""yükleme"", ""önce"", ""indirilen"", ""arşivi"", ""bul"", ""seç"", ""çalışma"", ""klasörüne"", ""taşı""]",10,,,
CK-3093,temel_bilgisayar,5,ekranı kapatma uygulamaya geç pencereyi büyüt sesi azalt uyarıyı kapat ve enter bas,"[""ekranı"", ""kapatma"", ""uygulamaya"", ""geç"", ""pencereyi"", ""büyüt"", ""sesi"", ""azalt"", ""uyarıyı"", ""kapat"", ""ve"", ""enter"", ""bas""]",13,,,
CK-3098,ofis_metin_düzenleme,5,raporu aç başlığı büyüt aralığı artır sonuna boşluk koy maille gönder,"[""raporu"", ""aç"", ""başlığı"", ""büyüt"", ""aralığı"", ""artır"", ""sonuna"", ""boşluk"", ""koy"", ""maille"", ""gönder""]",11,,,
CK-3108,temel_bilgisayar,1,şu açık uygulamaya geçsek iyi olur,"[""şu"", ""açık"", ""uygulamaya"", ""geçsek"", ""iyi"", ""olur""]",6,,,
CK-3113,tarayıcı_internet,1,sonuca basma arama kutusunda engelli erişim ara,"[""sonuca"", ""basma"", ""arama"", ""kutusunda"", ""engelli"", ""erişim"", ""ara""]",7,,,
CK-3121,dosya_yazılım_geliştirme,1,taşımayalım ya sadece dosya adını değiştir,"[""taşımayalım"", ""ya"", ""sadece"", ""dosya"", ""adını"", ""değiştir""]",6,,,
CK-3122,dosya_yazılım_geliştirme,1,adını değiştirme şunu arşiv klasörüne taşı,"[""adını"", ""değiştirme"", ""şunu"", ""arşiv"", ""klasörüne"", ""taşı""]",6,,,
CK-3124,dosya_yazılım_geliştirme,1,boş bir config dosyası oluşturalım mı,"[""boş"", ""bir"", ""config"", ""dosyası"", ""oluşturalım"", ""mı""]",6,,,
CK-3127,temel_bilgisayar,2,pencereyi kapatma sesi artır bildirimi kapat,"[""pencereyi"", ""kapatma"", ""sesi"", ""artır"", ""bildirimi"", ""kapat""]",6,,,
CK-3135,tarayıcı_internet,2,formu göndermeyelim dosyayı yükle önizlemeyi aç,"[""formu"", ""göndermeyelim"", ""dosyayı"", ""yükle"", ""önizlemeyi"", ""aç""]",6,,,
CK-3139,ofis_metin_düzenleme,2,bunu seçmeden önce terimi ara bulduğunu kopyala,"[""bunu"", ""seçmeden"", ""önce"", ""terimi"", ""ara"", ""bulduğunu"", ""kopyala""]",7,,,
CK-3141,ofis_metin_düzenleme,2,puntoyu artırır mısın ardından belgeyi yazdır,"[""puntoyu"", ""artırır"", ""mısın"", ""ardından"", ""belgeyi"", ""yazdır""]",6,,,
CK-3143,dosya_yazılım_geliştirme,2,terminali kapatmadan komutu yaz enter a bas,"[""terminali"", ""kapatmadan"", ""komutu"", ""yaz"", ""enter"", ""a"", ""bas""]",7,,,
CK-3146,dosya_yazılım_geliştirme,2,adını değiştirme yedek klasöre taşı sonra kaydet,"[""adını"", ""değiştirme"", ""yedek"", ""klasöre"", ""taşı"", ""sonra"", ""kaydet""]",7,,,
CK-3147,dosya_yazılım_geliştirme,2,yeni model dosyası oluşturabilir miyiz adını prediction yap,"[""yeni"", ""model"", ""dosyası"", ""oluşturabilir"", ""miyiz"", ""adını"", ""prediction"", ""yap""]",8,,,
CK-3166,temel_bilgisayar,4,ekranı kapatma erişim panelini aç sesi artır yazıyı büyüt paneli kapat,"[""ekranı"", ""kapatma"", ""erişim"", ""panelini"", ""aç"", ""sesi"", ""artır"", ""yazıyı"", ""büyüt"", ""paneli"", ""kapat""]",11,,,
CK-3167,temel_bilgisayar,4,masaüstüne geç arama kutusuna tıkla ayarlar yaz enter bas,"[""masaüstüne"", ""geç"", ""arama"", ""kutusuna"", ""tıkla"", ""ayarlar"", ""yaz"", ""enter"", ""bas""]",9,,,
CK-3178,ofis_metin_düzenleme,4,başlığı büyütme ilgili kelimeyi bul cümleyi seç kes kaydet,"[""başlığı"", ""büyütme"", ""ilgili"", ""kelimeyi"", ""bul"", ""cümleyi"", ""seç"", ""kes"", ""kaydet""]",9,,,
CK-3179,ofis_metin_düzenleme,4,notun sonuna boşluk bırak kısa açıklama yaz kaydet gönder,"[""notun"", ""sonuna"", ""boşluk"", ""bırak"", ""kısa"", ""açıklama"", ""yaz"", ""kaydet"", ""gönder""]",9,,,
CK-3180,ofis_metin_düzenleme,4,puntoyu artırır mısın satır aralığını azalt sayfayı yazdır belgeyi kapat,"[""puntoyu"", ""artırır"", ""mısın"", ""satır"", ""aralığını"", ""azalt"", ""sayfayı"", ""yazdır"", ""belgeyi"", ""kapat""]",10,,,
CK-3184,dosya_yazılım_geliştirme,4,projeyi aç src klasörüne geç yeni dosya oluştur adını api yap,"[""projeyi"", ""aç"", ""src"", ""klasörüne"", ""geç"", ""yeni"", ""dosya"", ""oluştur"", ""adını"", ""api"", ""yap""]",11,,,
CK-3186,dosya_yazılım_geliştirme,4,terminali aç git status yaz enter bas çıktıyı kopyala,"[""terminali"", ""aç"", ""git"", ""status"", ""yaz"", ""enter"", ""bas"", ""çıktıyı"", ""kopyala""]",9,,,
CK-3188,dosya_yazılım_geliştirme,4,klasörü taşıma boş klasör oluştur adını temp yap aç kaydet,"[""klasörü"", ""taşıma"", ""boş"", ""klasör"", ""oluştur"", ""adını"", ""temp"", ""yap"", ""aç"", ""kaydet""]",10,,,
CK-3190,dosya_yazılım_geliştirme,4,env dosyasını yeniden adlandır kaydet depoya yükle isteği gönder,"[""env"", ""dosyasını"", ""yeniden"", ""adlandır"", ""kaydet"", ""depoya"", ""yükle"", ""isteği"", ""gönder""]",9,,,
CK-3195,tarayıcı_internet,5,geri dönme önceki sekmeye geç sayfayı yenile erişim ara bağlantıya tıkla pdfi indir,"[""geri"", ""dönme"", ""önceki"", ""sekmeye"", ""geç"", ""sayfayı"", ""yenile"", ""erişim"", ""ara"", ""bağlantıya"", ""tıkla"", ""pdfi"", ""indir""]",13,,,
CK-3201,dosya_yazılım_geliştirme,5,eski arşivi silme güncel paketi indir libs içine taşı kaydet sunucuya yükle linki gönder,"[""eski"", ""arşivi"", ""silme"", ""güncel"", ""paketi"", ""indir"", ""libs"", ""içine"", ""taşı"", ""kaydet"", ""sunucuya"", ""yükle"", ""linki"", ""gönder""]",14,,,
CK-3206,temel_bilgisayar,1,dur tıklama imlecin soluna boşluk bırak,"[""dur"", ""tıklama"", ""imlecin"", ""soluna"", ""boşluk"", ""bırak""]",6,,,
CK-3208,temel_bilgisayar,1,açık olan pencereye geçsek iyi olur,"[""açık"", ""olan"", ""pencereye"", ""geçsek"", ""iyi"", ""olur""]",6,,,
CK-3232,tarayıcı_internet,1,indirme deme şu pdfi indirir misin,"[""indirme"", ""deme"", ""şu"", ""pdfi"", ""indirir"", ""misin""]",6,,,
CK-3242,tarayıcı_internet,5,önceki sekmeye geçelim mi sonra bir yenileyelim rapor yaz sonucu aç pdfi indir,"[""önceki"", ""sekmeye"", ""geçelim"", ""mi"", ""sonra"", ""bir"", ""yenileyelim"", ""rapor"", ""yaz"", ""sonucu"", ""aç"", ""pdfi"", ""indir""]",13,,,
CK-3244,tarayıcı_internet,4,linke basma aşağı kaydır pdf başlığını bul bağlantıyı kopyala dosyayı indir,"[""linke"", ""basma"", ""aşağı"", ""kaydır"", ""pdf"", ""başlığını"", ""bul"", ""bağlantıyı"", ""kopyala"", ""dosyayı"", ""indir""]",11,,,
CK-3249,tarayıcı_internet,3,ana sayfaya gitme raporlar sekmesine geç listeyi kaydır formu gönder,"[""ana"", ""sayfaya"", ""gitme"", ""raporlar"", ""sekmesine"", ""geç"", ""listeyi"", ""kaydır"", ""formu"", ""gönder""]",10,,,
CK-3251,tarayıcı_internet,4,geri gitme yan sekmeye geç sayfayı yenile duyuru ara sonuca tıkla,"[""geri"", ""gitme"", ""yan"", ""sekmeye"", ""geç"", ""sayfayı"", ""yenile"", ""duyuru"", ""ara"", ""sonuca"", ""tıkla""]",11,,,
CK-3255,ofis_metin_düzenleme,1,belgenin sonunu yazdırıver,"[""belgenin"", ""sonunu"", ""yazdırıver""]",3,,,
CK-3258,ofis_metin_düzenleme,1,şu yazı biraz büyüse iyi,"[""şu"", ""yazı"", ""biraz"", ""büyüse"", ""iyi""]",5,,,
CK-3259,ofis_metin_düzenleme,2,metni ara bulduğun cümleyi seç,"[""metni"", ""ara"", ""bulduğun"", ""cümleyi"", ""seç""]",5,,,
CK-3261,ofis_metin_düzenleme,2,puntoyu artırır mısın sayfayı yazdır,"[""puntoyu"", ""artırır"", ""mısın"", ""sayfayı"", ""yazdır""]",5,,,
CK-3263,ofis_metin_düzenleme,4,renk değiştirme tabloyu seç kopyala alta yapıştır kaydet,"[""renk"", ""değiştirme"", ""tabloyu"", ""seç"", ""kopyala"", ""alta"", ""yapıştır"", ""kaydet""]",8,,,
CK-3265,ofis_metin_düzenleme,3,başlığı bul sonucu seç kes,"[""başlığı"", ""bul"", ""sonucu"", ""seç"", ""kes""]",5,,,
CK-3267,ofis_metin_düzenleme,3,notun sonuna boşluk bırak açıklama yaz gönder,"[""notun"", ""sonuna"", ""boşluk"", ""bırak"", ""açıklama"", ""yaz"", ""gönder""]",7,,,
CK-3268,ofis_metin_düzenleme,2,tabloyu seçelim mi rengini değiştirelim mi,"[""tabloyu"", ""seçelim"", ""mi"", ""rengini"", ""değiştirelim"", ""mi""]",6,,,
CK-3274,ofis_metin_düzenleme,4,dipnotu bul cümleyi seç kes alta yapıştır,"[""dipnotu"", ""bul"", ""cümleyi"", ""seç"", ""kes"", ""alta"", ""yapıştır""]",7,,,
CK-3292,dosya_yazılım_geliştirme,3,terminali aç npm run test yaz enter bas,"[""terminali"", ""aç"", ""npm"", ""run"", ""test"", ""yaz"", ""enter"", ""bas""]",8,,,
CK-3299,dosya_yazılım_geliştirme,4,src klasörüne geç servis dosyası oluştur adını auth yap kaydet,"[""src"", ""klasörüne"", ""geç"", ""servis"", ""dosyası"", ""oluştur"", ""adını"", ""auth"", ""yap"", ""kaydet""]",10,,,
CK-3300,dosya_yazılım_geliştirme,3,terminali kapatma komutu yaz enter bas çıktıyı gönder,"[""terminali"", ""kapatma"", ""komutu"", ""yaz"", ""enter"", ""bas"", ""çıktıyı"", ""gönder""]",8,,,
CK-3313,temel_bilgisayar,2,parlaklığı düşürme yalnız bildirim merkezini aç sonra kapat,"[""parlaklığı"", ""düşürme"", ""yalnız"", ""bildirim"", ""merkezini"", ""aç"", ""sonra"", ""kapat""]",8,,,
CK-3314,temel_bilgisayar,2,masaüstü kısayolunu seç sonra enter bas,"[""masaüstü"", ""kısayolunu"", ""seç"", ""sonra"", ""enter"", ""bas""]",6,,,
CK-3318,temel_bilgisayar,3,masaüstüne git arama kutusuna tıkla hesap makinesi yaz,"[""masaüstüne"", ""git"", ""arama"", ""kutusuna"", ""tıkla"", ""hesap"", ""makinesi"", ""yaz""]",8,,,
CK-3319,temel_bilgisayar,3,erişim ayarını aç kontrastı artır pencereyi kaydır,"[""erişim"", ""ayarını"", ""aç"", ""kontrastı"", ""artır"", ""pencereyi"", ""kaydır""]",7,,,
CK-3331,tarayıcı_internet,1,arama motorunda erişilebilir tasarım ara,"[""arama"", ""motorunda"", ""erişilebilir"", ""tasarım"", ""ara""]",5,,,
CK-3335,tarayıcı_internet,2,sayfayı yenileme bağlantıya tıkla ve dosyayı indir,"[""sayfayı"", ""yenileme"", ""bağlantıya"", ""tıkla"", ""ve"", ""dosyayı"", ""indir""]",7,,,
CK-3340,tarayıcı_internet,3,adres çubuğuna git site adresini yaz enter bas,"[""adres"", ""çubuğuna"", ""git"", ""site"", ""adresini"", ""yaz"", ""enter"", ""bas""]",8,,,
CK-3347,tarayıcı_internet,4,adres çubuğuna geç eski adresi seç kes yeni adresi yapıştır,"[""adres"", ""çubuğuna"", ""geç"", ""eski"", ""adresi"", ""seç"", ""kes"", ""yeni"", ""adresi"", ""yapıştır""]",10,,,
CK-3351,tarayıcı_internet,5,yeni sekme aç adres çubuğuna geç siteyi yaz enter bas sayfayı kaydır,"[""yeni"", ""sekme"", ""aç"", ""adres"", ""çubuğuna"", ""geç"", ""siteyi"", ""yaz"", ""enter"", ""bas"", ""sayfayı"", ""kaydır""]",12,,,
CK-3354,ofis_metin_düzenleme,1,paragrafın sonuna boşluk bırak,"[""paragrafın"", ""sonuna"", ""boşluk"", ""bırak""]",4,,,
CK-3361,ofis_metin_düzenleme,2,metni kes yeni sayfaya yapıştır,"[""metni"", ""kes"", ""yeni"", ""sayfaya"", ""yapıştır""]",5,,,
CK-3363,ofis_metin_düzenleme,2,tablo başlığını yaz sonra enter bas,"[""tablo"", ""başlığını"", ""yaz"", ""sonra"", ""enter"", ""bas""]",6,,,
CK-3368,ofis_metin_düzenleme,3,yeni belge oluştur adını yaz kaydet,"[""yeni"", ""belge"", ""oluştur"", ""adını"", ""yaz"", ""kaydet""]",6,,,
CK-3369,ofis_metin_düzenleme,3,paragraf başına git boşluk bırak yazıya devam yaz,"[""paragraf"", ""başına"", ""git"", ""boşluk"", ""bırak"", ""yazıya"", ""devam"", ""yaz""]",8,,,
CK-3370,ofis_metin_düzenleme,3,yazdırma yapma sadece önizlemeyi aç sayfayı kaydır belgeyi kaydet,"[""yazdırma"", ""yapma"", ""sadece"", ""önizlemeyi"", ""aç"", ""sayfayı"", ""kaydır"", ""belgeyi"", ""kaydet""]",9,,,
CK-3381,dosya_yazılım_geliştirme,1,config dosyasını yeniden adlandır,"[""config"", ""dosyasını"", ""yeniden"", ""adlandır""]",4,,,
CK-3383,dosya_yazılım_geliştirme,1,hata satırını seç,"[""hata"", ""satırını"", ""seç""]",3,,,
CK-3398,dosya_yazılım_geliştirme,4,hata satırını seç kopyala arama alanına yapıştır ara,"[""hata"", ""satırını"", ""seç"", ""kopyala"", ""arama"", ""alanına"", ""yapıştır"", ""ara""]",8,,,
CK-3400,dosya_yazılım_geliştirme,4,branchi seç yeniden adlandır remotea yükle enter bas,"[""branchi"", ""seç"", ""yeniden"", ""adlandır"", ""remotea"", ""yükle"", ""enter"", ""bas""]",8,,,
CK-3412,temel_bilgisayar,2,imleci sağa kaydır boşluk bırak,"[""imleci"", ""sağa"", ""kaydır"", ""boşluk"", ""bırak""]",5,,,
CK-3427,temel_bilgisayar,5,parlaklığı artır görev çubuğunu küçült imleci kaydır uyarıyı kapat işlemi yinele,"[""parlaklığı"", ""artır"", ""görev"", ""çubuğunu"", ""küçült"", ""imleci"", ""kaydır"", ""uyarıyı"", ""kapat"", ""işlemi"", ""yinele""]",11,,,
CK-3431,tarayıcı_internet,1,dosyayı hemen indir,"[""dosyayı"", ""hemen"", ""indir""]",3,,,
CK-3444,tarayıcı_internet,3,reklamı kapat arama yap sonucu indir,"[""reklamı"", ""kapat"", ""arama"", ""yap"", ""sonucu"", ""indir""]",6,,,
CK-3448,tarayıcı_internet,4,önceki sekmeye geç uyarıyı kapat sayfayı yenile formu gönder,"[""önceki"", ""sekmeye"", ""geç"", ""uyarıyı"", ""kapat"", ""sayfayı"", ""yenile"", ""formu"", ""gönder""]",9,,,
CK-3453,ofis_metin_düzenleme,1,belgeyi yazdır lütfen,"[""belgeyi"", ""yazdır"", ""lütfen""]",3,,,
CK-3461,ofis_metin_düzenleme,2,dipnot panelini kapat paragrafı küçült,"[""dipnot"", ""panelini"", ""kapat"", ""paragrafı"", ""küçült""]",5,,,
CK-3476,ofis_metin_düzenleme,5,başlığı küçült paragrafı kes boşluk bırak belgeyi yazdır gönder,"[""başlığı"", ""küçült"", ""paragrafı"", ""kes"", ""boşluk"", ""bırak"", ""belgeyi"", ""yazdır"", ""gönder""]",9,,,
CK-3483,dosya_yazılım_geliştirme,1,satırı kes,"[""satırı"", ""kes""]",2,,,
CK-3487,dosya_yazılım_geliştirme,2,hata satırını kes dosyayı kaydet,"[""hata"", ""satırını"", ""kes"", ""dosyayı"", ""kaydet""]",5,,,
CK-3489,dosya_yazılım_geliştirme,2,debug panelini kapat buildi yinele,"[""debug"", ""panelini"", ""kapat"", ""buildi"", ""yinele""]",5,,,
CK-3491,dosya_yazılım_geliştirme,3,terminali kapat logu yazdır raporu gönder,"[""terminali"", ""kapat"", ""logu"", ""yazdır"", ""raporu"", ""gönder""]",6,,,
CK-3492,dosya_yazılım_geliştirme,3,satırı kes dosyayı kaydet repoya yükle,"[""satırı"", ""kes"", ""dosyayı"", ""kaydet"", ""repoya"", ""yükle""]",6,,,
CK-3494,dosya_yazılım_geliştirme,3,paket indirme dosyayı yükle logu yazdır terminali kapat,"[""paket"", ""indirme"", ""dosyayı"", ""yükle"", ""logu"", ""yazdır"", ""terminali"", ""kapat""]",8,,,
CK-3495,dosya_yazılım_geliştirme,3,hata panelini kapat komutu yinele çıktıyı yazdır,"[""hata"", ""panelini"", ""kapat"", ""komutu"", ""yinele"", ""çıktıyı"", ""yazdır""]",7,,,
CK-3499,dosya_yazılım_geliştirme,4,terminali kapat paketi indir kurulumu yinele raporu gönder,"[""terminali"", ""kapat"", ""paketi"", ""indir"", ""kurulumu"", ""yinele"", ""raporu"", ""gönder""]",8,,,
CK-3506,temel_bilgisayar,1,masaüstündeki erişilebilirlik klasörünü bul,"[""masaüstündeki"", ""erişilebilirlik"", ""klasörünü"", ""bul""]",4,,,
CK-3508,temel_bilgisayar,1,şimdilik bildirim merkezini kapat,"[""şimdilik"", ""bildirim"", ""merkezini"", ""kapat""]",4,,,
CK-3521,temel_bilgisayar,3,ekran parlaklığını artır ses seviyesini azalt sonra bildirimi kapat,"[""ekran"", ""parlaklığını"", ""artır"", ""ses"", ""seviyesini"", ""azalt"", ""sonra"", ""bildirimi"", ""kapat""]",9,,,
CK-3523,temel_bilgisayar,3,erişim panelini aç yüksek kontrast ayarını bul onu etkinleştir,"[""erişim"", ""panelini"", ""aç"", ""yüksek"", ""kontrast"", ""ayarını"", ""bul"", ""onu"", ""etkinleştir""]",9,,,
CK-3549,tarayıcı_internet,3,yüklediğin dosyayı seç açıklama alanına rapor taslağı yaz formu gönder,"[""yüklediğin"", ""dosyayı"", ""seç"", ""açıklama"", ""alanına"", ""rapor"", ""taslağı"", ""yaz"", ""formu"", ""gönder""]",10,,,
CK-3550,tarayıcı_internet,3,yeni sekme aç üniversite sitesine git duyurular kelimesini ara,"[""yeni"", ""sekme"", ""aç"", ""üniversite"", ""sitesine"", ""git"", ""duyurular"", ""kelimesini"", ""ara""]",9,,,
